"機關代碼","機關名稱","郵遞區號","機關地址","機關電話","主管機關代碼","主管機關名稱","傳真","機關生效日期","機關裁撤日期","機關層級","裁撤註記","新機關代碼","新機關名稱","新機關生效日","舊機關代碼","舊機關名稱"
"303430000B","駐索羅門群島大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303440000B","駐巴哈馬大使館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303450000B","駐格瑞那達大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303460000B","駐賴比瑞亞共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303470000B","駐貝里斯大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303480000B","駐賴索托王國大使館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303490000B","駐幾內亞比索共和國大使館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303500000B","駐諾魯共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303510000B","駐尼加拉瓜共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303520000B","駐中非共和國大使館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303530000B","駐尼日共和國大使館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303540000B","駐布吉納法索大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303550000B","駐甘比亞共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303560000B","駐塞內加爾共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303570000B","駐聖多美普林西比大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303580000B","駐查德共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303590000B","駐馬紹爾群島共和國大使館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303600000B","駐開普敦總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303610000B","駐荷尼阿拉總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303620000B","駐約翰尼斯堡總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303630000B","駐諾魯總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303640000B","駐聖泰克魯斯總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303650000B","駐杜拜名譽總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303660000B","駐吉達總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303670000B","駐史托斯納爾總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303680000B","駐箇郎總領事館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303690000B","駐東方市總領事館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303700000B","中華民國駐里加總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303710000B","駐德班總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303720000B","駐卡拉巴總領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303730000B","駐柬埔寨代表處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303740000B","駐拉脫維亞代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303750000B","駐白俄羅斯代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303760000B","駐汕埠總領事館","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303780000B","駐剛果（金夏沙）代表處","","","","303000000B","外交部","","0000000","1010901","3","是","","","","",""
"303800000B","駐箇郎領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303810000B","駐釜山領事館","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303820000B","駐韓國代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303830000B","駐釜山辦事處","","","--","303000000B","外交部","--","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303840000B","駐俄羅斯代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303850000B","駐美爾呠辦事處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303860000B","駐烏拉圭代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303870000B","駐牙買加代表處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"303880000B","駐波蘭代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303890000B","駐越南代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303900000B","駐胡志明市辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303910000B","駐以色列代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303920000B","駐墨西哥代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303930000B","駐多倫多辦事處","","151 Yonge Street Suite,501 Toronto, Ontario,M5C2W7,Canada","--","303000000B","外交部","--","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303940000B","駐印度代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303970000B","駐橫濱辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303980000B","駐大阪辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"303990000B","駐福岡辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304010000B","駐新加坡代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304020000B","駐日本代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304030000B","亞東關係協會駐橫濱辦事處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"304040000B","亞東關係協會駐大阪辦事處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"304050000B","亞東關係協會駐福岡辦事處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"304070000B","駐安哥拉代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304080000B","駐墨爾本辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304090000B","駐奧克蘭辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304100000B","駐印尼代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304110000B","駐斐濟代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304120000B","駐香港辦事處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304130000B","駐馬來西亞代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304140000B","駐菲律賓代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304150000B","駐泰國代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304160000B","駐汶萊代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304170000B","駐紐西蘭代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
"304180000B","駐屋崙辦事處","","","--","303000000B","外交部","--","0000000","0000000","3","是","","","","",""
"304190000B","駐澳大利亞代表處","","","","303000000B","外交部","","0000000","1010901","3","是","A03030000B","駐外機構","1010901","",""
